"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",26674,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",55650,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",12955,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",22386,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",88179,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",19393,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",4566,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",83901,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",57748,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",8800,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",28281,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",71584,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",25997,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",65010,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",1912,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",24459,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",147857,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",7830,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",7951,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",75880,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",18680,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",66450,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",64262,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",1940,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",23668,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",143184,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",7585,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",8167,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",74210,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",18219,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",64992,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",54466,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",12907,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",22636,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",85679,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",19039,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",4524,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",82037,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",57131,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",8555,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",27957,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",69770,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",25451,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",62176,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",1761,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",69753,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",24662,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",22830,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",138042,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",7256,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",7816,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",70077,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",17597,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",62930,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",52794,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",12722,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",21795,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",82008,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",18712,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",4637,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",78481,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",55557,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",8384,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",27657,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",60580,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",1857,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",22619,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",133949,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",6954,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",7590,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",69527,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",17347,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",61429,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",51500,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",12188,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",21200,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",79288,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",18421,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",4444,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",77176,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",54177,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",8051,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",26960,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",66165,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",24117,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",23682,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",7763,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",63998,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",51287,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",25056,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",58898,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",1666,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",21614,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",127416,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",6499,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",7146,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",65103,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",16354,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",58440,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",49497,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",11533,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",17733,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",4204,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",73066,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",20562,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","99","totale","2020","2020",75814,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",58516,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",1661,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",21355,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",124714,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",6269,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",7083,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",63594,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",15961,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",57966,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",48339,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",11285,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",20083,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",74285,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",17472,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",4204,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",71977,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",51927,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",7606,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",25763,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",63784,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","99","totale","2020","2020",23647,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",57123,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",1598,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",20763,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",122405,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",7725,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",24875,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",62144,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",23132,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",5928,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",6963,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",62342,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",15747,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","99","totale","2020","2020",56909,,
